Flag,Severity,Model,Period,Window,Horizon,Value,Note
SEVERE_HORIZON_DECAY,WARNING,ARIMA,2020_COVID_Crash,30,1→10,R2: 0.8811→0.0063 (99.3% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,ARIMA,2020_COVID_Crash,60,1→10,R2: 0.8887→0.1113 (87.5% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,ARIMA,2020_COVID_Crash,90,1→10,R2: 0.8886→0.0161 (98.2% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,ARIMA,2020_COVID_Crash,120,1→10,R2: 0.8917→0.0939 (89.5% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,ARIMA,2020_COVID_Crash,252,1→10,R2: 0.8978→0.1337 (85.1% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-GRU,2020_COVID_Crash,30,1→10,R2: 0.6734→-0.0819 (112.2% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-GRU,2020_COVID_Crash,60,1→10,R2: 0.7627→-0.0810 (110.6% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-GRU,2020_COVID_Crash,90,1→10,R2: 0.7629→-0.0491 (106.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-GRU,2020_COVID_Crash,120,1→10,R2: 0.6528→-0.1414 (121.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-GRU,2020_COVID_Crash,252,1→10,R2: 0.7143→-0.0882 (112.3% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-LSTM,2020_COVID_Crash,30,1→10,R2: 0.7059→-0.0189 (102.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-LSTM,2020_COVID_Crash,60,1→10,R2: 0.6282→-0.1733 (127.6% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-LSTM,2020_COVID_Crash,90,1→10,R2: 0.7404→-0.1637 (122.1% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-LSTM,2020_COVID_Crash,120,1→10,R2: 0.7444→-0.1272 (117.1% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-LSTM,2020_COVID_Crash,252,1→10,R2: 0.4675→-0.0909 (119.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-RNN,2020_COVID_Crash,30,1→10,R2: 0.6662→0.0038 (99.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-RNN,2020_COVID_Crash,60,1→10,R2: 0.8117→-0.0679 (108.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-RNN,2020_COVID_Crash,90,1→10,R2: 0.8136→-0.0056 (100.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-RNN,2020_COVID_Crash,120,1→10,R2: 0.7359→-0.1112 (115.1% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Bi-RNN,2020_COVID_Crash,252,1→10,R2: 0.7920→-0.2117 (126.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Ensemble,2020_COVID_Crash,30,1→10,R2: 0.7228→-0.0341 (104.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Ensemble,2020_COVID_Crash,60,1→10,R2: 0.6890→-0.1397 (120.3% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Ensemble,2020_COVID_Crash,90,1→10,R2: 0.7061→-0.1543 (121.9% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Ensemble,2020_COVID_Crash,120,1→10,R2: 0.6969→-0.0609 (108.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Ensemble,2020_COVID_Crash,252,1→10,R2: 0.6655→0.0324 (95.1% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Mamba,2020_COVID_Crash,30,1→10,R2: 0.6417→-0.0754 (111.8% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Mamba,2020_COVID_Crash,60,1→10,R2: 0.6239→-0.2531 (140.6% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Mamba,2020_COVID_Crash,90,1→10,R2: 0.7022→-0.1337 (119.0% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Mamba,2020_COVID_Crash,120,1→10,R2: 0.7128→-0.1239 (117.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,Mamba,2020_COVID_Crash,252,1→10,R2: 0.7345→-0.1461 (119.9% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,PatchTST,2023_AI_Wave,120,1→10,R2: 0.7660→0.1376 (82.0% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,PatchTST,2023_AI_Wave,252,1→10,R2: 0.2837→0.0749 (73.6% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2008_Financial_Crisis,252,1→10,R2: 0.8064→0.3498 (56.6% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2018_Trade_War,60,1→10,R2: 0.4573→-0.0358 (107.8% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2018_Trade_War,90,1→10,R2: 0.1485→-0.1536 (203.4% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2018_Trade_War,120,1→10,R2: 0.3337→0.0057 (98.3% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2018_Trade_War,252,1→10,R2: 0.4070→0.0378 (90.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2020_COVID_Crash,30,1→10,R2: 0.0819→-0.4111 (601.7% drop),R² drops over 50% as horizon increases
SEVERE_HORIZON_DECAY,WARNING,SNN,2023_AI_Wave,252,1→10,R2: 0.4283→-0.3530 (182.4% drop),R² drops over 50% as horizon increases
