Period,Window,Horizon,Rank,Model,R2,MAE
2008_Financial_Crisis,30,1,1,ARIMA,0.9893,0.0035
2008_Financial_Crisis,30,1,2,Bi-GRU,0.9882,0.0038
2008_Financial_Crisis,30,1,3,ARIMA,0.9873,0.0189
2008_Financial_Crisis,30,1,4,Bi-RNN,0.9865,0.004
2008_Financial_Crisis,30,1,5,Bi-GRU,0.9838,0.0223
2008_Financial_Crisis,30,1,6,Bi-RNN,0.9806,0.024
2008_Financial_Crisis,30,1,7,Mamba,0.9784,0.0048
2008_Financial_Crisis,30,1,8,Bi-LSTM,0.974,0.0268
2008_Financial_Crisis,30,1,9,Ensemble,0.9708,0.0308
2008_Financial_Crisis,30,1,10,Bi-LSTM,0.9672,0.0065
2008_Financial_Crisis,30,1,11,Mamba,0.9628,0.0309
2008_Financial_Crisis,30,1,12,Ensemble,0.9004,0.0109
2008_Financial_Crisis,30,1,13,SNN,0.8664,0.0701
2008_Financial_Crisis,30,1,14,PatchTST,0.7389,0.1022
2008_Financial_Crisis,30,1,15,SNN,0.3882,0.0267
2008_Financial_Crisis,30,1,16,PatchTST,0.2177,0.0318
2008_Financial_Crisis,30,5,1,ARIMA,0.9669,0.0065
2008_Financial_Crisis,30,5,2,ARIMA,0.9537,0.0376
2008_Financial_Crisis,30,5,3,Bi-RNN,0.9468,0.0084
2008_Financial_Crisis,30,5,4,Bi-LSTM,0.9457,0.0079
2008_Financial_Crisis,30,5,5,Bi-GRU,0.943,0.0085
2008_Financial_Crisis,30,5,6,Bi-GRU,0.9349,0.0471
2008_Financial_Crisis,30,5,7,Ensemble,0.9269,0.0477
2008_Financial_Crisis,30,5,8,Bi-LSTM,0.9194,0.0498
2008_Financial_Crisis,30,5,9,Mamba,0.9189,0.0497
2008_Financial_Crisis,30,5,10,Ensemble,0.9135,0.0106
2008_Financial_Crisis,30,5,11,SNN,0.8991,0.011
2008_Financial_Crisis,30,5,12,Mamba,0.8932,0.0102
2008_Financial_Crisis,30,5,13,Bi-RNN,0.8891,0.0602
2008_Financial_Crisis,30,5,14,PatchTST,0.8779,0.0646
2008_Financial_Crisis,30,5,15,SNN,0.8638,0.0636
2008_Financial_Crisis,30,5,16,PatchTST,0.6089,0.0235
2008_Financial_Crisis,30,10,1,ARIMA,0.9382,0.0086
2008_Financial_Crisis,30,10,2,ARIMA,0.9197,0.0512
2008_Financial_Crisis,30,10,3,Bi-RNN,0.9192,0.0505
2008_Financial_Crisis,30,10,4,Bi-GRU,0.9128,0.0549
2008_Financial_Crisis,30,10,5,Bi-GRU,0.9068,0.0103
2008_Financial_Crisis,30,10,6,Bi-LSTM,0.9025,0.011
2008_Financial_Crisis,30,10,7,Ensemble,0.8983,0.0556
2008_Financial_Crisis,30,10,8,Bi-LSTM,0.8859,0.0587
2008_Financial_Crisis,30,10,9,Mamba,0.8859,0.0111
2008_Financial_Crisis,30,10,10,Bi-RNN,0.8656,0.0133
2008_Financial_Crisis,30,10,11,Mamba,0.8534,0.0665
2008_Financial_Crisis,30,10,12,SNN,0.8345,0.0141
2008_Financial_Crisis,30,10,13,Ensemble,0.7982,0.0161
2008_Financial_Crisis,30,10,14,SNN,0.7823,0.082
2008_Financial_Crisis,30,10,15,PatchTST,0.7242,0.0997
2008_Financial_Crisis,30,10,16,PatchTST,-0.4109,0.043
2008_Financial_Crisis,60,1,1,ARIMA,0.9901,0.0034
2008_Financial_Crisis,60,1,2,ARIMA,0.9873,0.0191
2008_Financial_Crisis,60,1,3,Mamba,0.9865,0.0041
2008_Financial_Crisis,60,1,4,Bi-GRU,0.9859,0.0041
2008_Financial_Crisis,60,1,5,Bi-RNN,0.983,0.0046
2008_Financial_Crisis,60,1,6,Bi-RNN,0.9828,0.0232
2008_Financial_Crisis,60,1,7,Bi-GRU,0.9817,0.0239
2008_Financial_Crisis,60,1,8,Bi-LSTM,0.9751,0.0056
2008_Financial_Crisis,60,1,9,Mamba,0.9729,0.028
2008_Financial_Crisis,60,1,10,Bi-LSTM,0.9674,0.0303
2008_Financial_Crisis,60,1,11,Ensemble,0.9624,0.0334
2008_Financial_Crisis,60,1,12,Ensemble,0.9347,0.0089
2008_Financial_Crisis,60,1,13,SNN,0.8543,0.0133
2008_Financial_Crisis,60,1,14,PatchTST,0.8135,0.0843
2008_Financial_Crisis,60,1,15,SNN,0.7745,0.081
2008_Financial_Crisis,60,1,16,PatchTST,0.0846,0.033
2008_Financial_Crisis,60,5,1,ARIMA,0.9673,0.0064
2008_Financial_Crisis,60,5,2,ARIMA,0.956,0.0373
2008_Financial_Crisis,60,5,3,Bi-RNN,0.9502,0.008
2008_Financial_Crisis,60,5,4,Bi-RNN,0.9461,0.0405
2008_Financial_Crisis,60,5,5,Bi-LSTM,0.9456,0.0083
2008_Financial_Crisis,60,5,6,Mamba,0.9427,0.008
2008_Financial_Crisis,60,5,7,Bi-GRU,0.9337,0.0092
2008_Financial_Crisis,60,5,8,Bi-GRU,0.9325,0.0481
2008_Financial_Crisis,60,5,9,Mamba,0.9237,0.0478
2008_Financial_Crisis,60,5,10,Ensemble,0.9044,0.0553
2008_Financial_Crisis,60,5,11,Ensemble,0.7941,0.0172
2008_Financial_Crisis,60,5,12,Bi-LSTM,0.7814,0.0904
2008_Financial_Crisis,60,5,13,SNN,0.7492,0.088
2008_Financial_Crisis,60,5,14,SNN,0.744,0.018
2008_Financial_Crisis,60,5,15,PatchTST,0.7421,0.0982
2008_Financial_Crisis,60,5,16,PatchTST,-1.5284,0.0611
2008_Financial_Crisis,60,10,1,ARIMA,0.9391,0.0085
2008_Financial_Crisis,60,10,2,ARIMA,0.9183,0.0522
2008_Financial_Crisis,60,10,3,Bi-RNN,0.9145,0.0108
2008_Financial_Crisis,60,10,4,Bi-RNN,0.9001,0.059
2008_Financial_Crisis,60,10,5,Bi-LSTM,0.8937,0.0578
2008_Financial_Crisis,60,10,6,Mamba,0.8785,0.012
2008_Financial_Crisis,60,10,7,Bi-GRU,0.8733,0.0122
2008_Financial_Crisis,60,10,8,Ensemble,0.8617,0.0678
2008_Financial_Crisis,60,10,9,Bi-GRU,0.8596,0.0709
2008_Financial_Crisis,60,10,10,Bi-LSTM,0.8544,0.0128
2008_Financial_Crisis,60,10,11,Mamba,0.8387,0.0727
2008_Financial_Crisis,60,10,12,Ensemble,0.8238,0.0144
2008_Financial_Crisis,60,10,13,SNN,0.6709,0.1027
2008_Financial_Crisis,60,10,14,PatchTST,0.6494,0.1156
2008_Financial_Crisis,60,10,15,PatchTST,0.634,0.0216
2008_Financial_Crisis,60,10,16,SNN,0.1063,0.0326
2008_Financial_Crisis,90,1,1,ARIMA,0.9906,0.0033
2008_Financial_Crisis,90,1,2,ARIMA,0.9891,0.0182
2008_Financial_Crisis,90,1,3,Bi-GRU,0.9873,0.0039
2008_Financial_Crisis,90,1,4,Bi-RNN,0.9842,0.0222
2008_Financial_Crisis,90,1,5,Mamba,0.9826,0.0046
2008_Financial_Crisis,90,1,6,Bi-GRU,0.9805,0.0248
2008_Financial_Crisis,90,1,7,Bi-LSTM,0.98,0.0052
2008_Financial_Crisis,90,1,8,Bi-RNN,0.9785,0.0056
2008_Financial_Crisis,90,1,9,Mamba,0.9701,0.0291
2008_Financial_Crisis,90,1,10,Bi-LSTM,0.9658,0.0309
2008_Financial_Crisis,90,1,11,Ensemble,0.9511,0.0395
2008_Financial_Crisis,90,1,12,Ensemble,0.8089,0.0159
2008_Financial_Crisis,90,1,13,PatchTST,0.7364,0.0961
2008_Financial_Crisis,90,1,14,SNN,0.7219,0.0982
2008_Financial_Crisis,90,1,15,PatchTST,-0.2849,0.0431
2008_Financial_Crisis,90,1,16,SNN,-0.835,0.0446
2008_Financial_Crisis,90,5,1,ARIMA,0.968,0.0064
2008_Financial_Crisis,90,5,2,Bi-GRU,0.9591,0.007
2008_Financial_Crisis,90,5,3,Mamba,0.9579,0.0072
2008_Financial_Crisis,90,5,4,ARIMA,0.9568,0.0367
2008_Financial_Crisis,90,5,5,Bi-LSTM,0.946,0.0085
2008_Financial_Crisis,90,5,6,Bi-RNN,0.945,0.0082
2008_Financial_Crisis,90,5,7,Bi-RNN,0.9394,0.0439
2008_Financial_Crisis,90,5,8,Bi-LSTM,0.9047,0.0562
2008_Financial_Crisis,90,5,9,Bi-GRU,0.8841,0.0629
2008_Financial_Crisis,90,5,10,Ensemble,0.8566,0.014
2008_Financial_Crisis,90,5,11,Ensemble,0.835,0.0777
2008_Financial_Crisis,90,5,12,Mamba,0.7755,0.0925
2008_Financial_Crisis,90,5,13,SNN,0.7221,0.0191
2008_Financial_Crisis,90,5,14,SNN,0.6323,0.1175
2008_Financial_Crisis,90,5,15,PatchTST,0.5913,0.129
2008_Financial_Crisis,90,5,16,PatchTST,-0.3405,0.0421
2008_Financial_Crisis,90,10,1,ARIMA,0.9396,0.0085
2008_Financial_Crisis,90,10,2,ARIMA,0.9197,0.052
2008_Financial_Crisis,90,10,3,Mamba,0.9196,0.0097
2008_Financial_Crisis,90,10,4,Bi-LSTM,0.9088,0.0105
2008_Financial_Crisis,90,10,5,Bi-GRU,0.9007,0.0106
2008_Financial_Crisis,90,10,6,Bi-LSTM,0.8965,0.0567
2008_Financial_Crisis,90,10,7,Bi-GRU,0.8881,0.0631
2008_Financial_Crisis,90,10,8,Bi-RNN,0.8786,0.0129
2008_Financial_Crisis,90,10,9,Ensemble,0.8248,0.0146
2008_Financial_Crisis,90,10,10,Mamba,0.8073,0.0773
2008_Financial_Crisis,90,10,11,Ensemble,0.7562,0.0955
2008_Financial_Crisis,90,10,12,Bi-RNN,0.6539,0.1172
2008_Financial_Crisis,90,10,13,PatchTST,0.4328,0.0254
2008_Financial_Crisis,90,10,14,PatchTST,0.3736,0.1602
2008_Financial_Crisis,90,10,15,SNN,0.255,0.1761
2008_Financial_Crisis,90,10,16,SNN,0.2021,0.0325
2008_Financial_Crisis,120,1,1,ARIMA,0.9904,0.0034
2008_Financial_Crisis,120,1,2,ARIMA,0.9891,0.0183
2008_Financial_Crisis,120,1,3,Bi-GRU,0.984,0.0045
2008_Financial_Crisis,120,1,4,Bi-RNN,0.9829,0.0231
2008_Financial_Crisis,120,1,5,Bi-RNN,0.9783,0.0054
2008_Financial_Crisis,120,1,6,Bi-GRU,0.9783,0.0264
2008_Financial_Crisis,120,1,7,Mamba,0.9763,0.0052
2008_Financial_Crisis,120,1,8,Bi-LSTM,0.9657,0.031
2008_Financial_Crisis,120,1,9,Bi-LSTM,0.9644,0.0074
2008_Financial_Crisis,120,1,10,Ensemble,0.9406,0.0453
2008_Financial_Crisis,120,1,11,Mamba,0.9345,0.043
2008_Financial_Crisis,120,1,12,Ensemble,0.9342,0.01
2008_Financial_Crisis,120,1,13,SNN,0.8631,0.0135
2008_Financial_Crisis,120,1,14,SNN,0.7517,0.0918
2008_Financial_Crisis,120,1,15,PatchTST,0.4038,0.0315
2008_Financial_Crisis,120,1,16,PatchTST,0.3423,0.1667
2008_Financial_Crisis,120,5,1,ARIMA,0.9676,0.0064
2008_Financial_Crisis,120,5,2,ARIMA,0.957,0.0368
2008_Financial_Crisis,120,5,3,Bi-LSTM,0.9547,0.0079
2008_Financial_Crisis,120,5,4,Bi-RNN,0.953,0.0391
2008_Financial_Crisis,120,5,5,Bi-GRU,0.9506,0.0077
2008_Financial_Crisis,120,5,6,Mamba,0.942,0.0421
2008_Financial_Crisis,120,5,7,Mamba,0.9362,0.0092
2008_Financial_Crisis,120,5,8,Bi-LSTM,0.9191,0.0497
2008_Financial_Crisis,120,5,9,Bi-RNN,0.9106,0.0109
2008_Financial_Crisis,120,5,10,Bi-GRU,0.8896,0.061
2008_Financial_Crisis,120,5,11,Ensemble,0.857,0.0689
2008_Financial_Crisis,120,5,12,Ensemble,0.796,0.0174
2008_Financial_Crisis,120,5,13,SNN,0.716,0.0185
2008_Financial_Crisis,120,5,14,SNN,0.6938,0.1033
2008_Financial_Crisis,120,5,15,PatchTST,-0.0197,0.1964
2008_Financial_Crisis,120,5,16,PatchTST,-1.2898,0.061
2008_Financial_Crisis,120,10,1,ARIMA,0.9395,0.0085
2008_Financial_Crisis,120,10,2,Bi-RNN,0.9198,0.0498
2008_Financial_Crisis,120,10,3,ARIMA,0.919,0.0519
2008_Financial_Crisis,120,10,4,Bi-LSTM,0.9051,0.0542
2008_Financial_Crisis,120,10,5,Mamba,0.904,0.0105
2008_Financial_Crisis,120,10,6,Bi-GRU,0.9028,0.0104
2008_Financial_Crisis,120,10,7,Bi-LSTM,0.8988,0.0107
2008_Financial_Crisis,120,10,8,Bi-RNN,0.8979,0.0112
2008_Financial_Crisis,120,10,9,Ensemble,0.8507,0.0134
2008_Financial_Crisis,120,10,10,Ensemble,0.7953,0.0828
2008_Financial_Crisis,120,10,11,Bi-GRU,0.7532,0.097
2008_Financial_Crisis,120,10,12,SNN,0.7134,0.0969
2008_Financial_Crisis,120,10,13,Mamba,0.6731,0.1023
2008_Financial_Crisis,120,10,14,SNN,0.6159,0.0215
2008_Financial_Crisis,120,10,15,PatchTST,0.5968,0.0221
2008_Financial_Crisis,120,10,16,PatchTST,0.2145,0.1787
2008_Financial_Crisis,252,1,1,ARIMA,0.9907,0.0033
2008_Financial_Crisis,252,1,2,ARIMA,0.9892,0.018
2008_Financial_Crisis,252,1,3,Bi-GRU,0.9865,0.0041
2008_Financial_Crisis,252,1,4,Bi-RNN,0.9826,0.0235
2008_Financial_Crisis,252,1,5,Mamba,0.9811,0.0239
2008_Financial_Crisis,252,1,6,Bi-GRU,0.9803,0.0246
2008_Financial_Crisis,252,1,7,Bi-LSTM,0.9785,0.0054
2008_Financial_Crisis,252,1,8,Mamba,0.9644,0.0065
2008_Financial_Crisis,252,1,9,Ensemble,0.9608,0.0348
2008_Financial_Crisis,252,1,10,Bi-LSTM,0.9028,0.0564
2008_Financial_Crisis,252,1,11,Ensemble,0.8127,0.0154
2008_Financial_Crisis,252,1,12,SNN,0.8064,0.0154
2008_Financial_Crisis,252,1,13,SNN,0.5704,0.1203
2008_Financial_Crisis,252,1,14,PatchTST,0.5316,0.1248
2008_Financial_Crisis,252,1,15,PatchTST,0.4589,0.027
2008_Financial_Crisis,252,1,16,Bi-RNN,-0.6575,0.0449
2008_Financial_Crisis,252,5,1,ARIMA,0.9684,0.0063
2008_Financial_Crisis,252,5,2,ARIMA,0.9577,0.0365
2008_Financial_Crisis,252,5,3,Bi-GRU,0.9551,0.0076
2008_Financial_Crisis,252,5,4,Bi-LSTM,0.9527,0.0076
2008_Financial_Crisis,252,5,5,Bi-RNN,0.9474,0.0403
2008_Financial_Crisis,252,5,6,Mamba,0.9363,0.009
2008_Financial_Crisis,252,5,7,Bi-GRU,0.9343,0.0474
2008_Financial_Crisis,252,5,8,Mamba,0.9297,0.0447
2008_Financial_Crisis,252,5,9,Bi-RNN,0.9241,0.0102
2008_Financial_Crisis,252,5,10,Ensemble,0.8958,0.0571
2008_Financial_Crisis,252,5,11,Bi-LSTM,0.866,0.0639
2008_Financial_Crisis,252,5,12,Ensemble,0.831,0.0149
2008_Financial_Crisis,252,5,13,SNN,0.7119,0.0183
2008_Financial_Crisis,252,5,14,SNN,0.4076,0.1407
2008_Financial_Crisis,252,5,15,PatchTST,0.1904,0.1832
2008_Financial_Crisis,252,5,16,PatchTST,-0.8694,0.0463
2008_Financial_Crisis,252,10,1,ARIMA,0.9404,0.0084
2008_Financial_Crisis,252,10,2,Bi-LSTM,0.9385,0.0088
2008_Financial_Crisis,252,10,3,Mamba,0.9213,0.0098
2008_Financial_Crisis,252,10,4,ARIMA,0.9202,0.0516
2008_Financial_Crisis,252,10,5,Bi-RNN,0.9015,0.0592
2008_Financial_Crisis,252,10,6,Bi-GRU,0.9,0.0106
2008_Financial_Crisis,252,10,7,Bi-LSTM,0.8832,0.0593
2008_Financial_Crisis,252,10,8,Ensemble,0.8738,0.0633
2008_Financial_Crisis,252,10,9,Mamba,0.8714,0.061
2008_Financial_Crisis,252,10,10,Bi-GRU,0.8648,0.0691
2008_Financial_Crisis,252,10,11,SNN,0.7288,0.0177
2008_Financial_Crisis,252,10,12,Ensemble,0.7259,0.0179
2008_Financial_Crisis,252,10,13,PatchTST,0.3716,0.1522
2008_Financial_Crisis,252,10,14,SNN,0.3498,0.1482
2008_Financial_Crisis,252,10,15,PatchTST,-0.1663,0.0384
2008_Financial_Crisis,252,10,16,Bi-RNN,-0.6174,0.043
2010_Euro_Debt_Crisis,30,1,1,ARIMA,0.974,0.0093
2010_Euro_Debt_Crisis,30,1,2,Mamba,0.9739,0.0093
2010_Euro_Debt_Crisis,30,1,3,ARIMA,0.9736,0.0021
2010_Euro_Debt_Crisis,30,1,4,Bi-RNN,0.973,0.0095
2010_Euro_Debt_Crisis,30,1,5,Bi-RNN,0.9724,0.0021
2010_Euro_Debt_Crisis,30,1,6,Bi-GRU,0.9704,0.0098
2010_Euro_Debt_Crisis,30,1,7,Bi-GRU,0.9702,0.0023
2010_Euro_Debt_Crisis,30,1,8,Bi-LSTM,0.9682,0.0105
2010_Euro_Debt_Crisis,30,1,9,Mamba,0.9669,0.0024
2010_Euro_Debt_Crisis,30,1,10,Ensemble,0.9583,0.012
2010_Euro_Debt_Crisis,30,1,11,Bi-LSTM,0.9545,0.0031
2010_Euro_Debt_Crisis,30,1,12,Ensemble,0.9332,0.0037
2010_Euro_Debt_Crisis,30,1,13,SNN,0.9202,0.0038
2010_Euro_Debt_Crisis,30,1,14,PatchTST,0.8603,0.0223
2010_Euro_Debt_Crisis,30,1,15,SNN,0.834,0.0251
2010_Euro_Debt_Crisis,30,1,16,PatchTST,-0.0361,0.015
2010_Euro_Debt_Crisis,30,5,1,Bi-LSTM,0.8975,0.0043
2010_Euro_Debt_Crisis,30,5,2,Bi-GRU,0.8963,0.0044
2010_Euro_Debt_Crisis,30,5,3,ARIMA,0.8822,0.0046
2010_Euro_Debt_Crisis,30,5,4,Mamba,0.876,0.0208
2010_Euro_Debt_Crisis,30,5,5,Bi-GRU,0.8749,0.021
2010_Euro_Debt_Crisis,30,5,6,Bi-RNN,0.8736,0.0211
2010_Euro_Debt_Crisis,30,5,7,Bi-LSTM,0.872,0.0213
2010_Euro_Debt_Crisis,30,5,8,Bi-RNN,0.8718,0.0051
2010_Euro_Debt_Crisis,30,5,9,Mamba,0.8699,0.0049
2010_Euro_Debt_Crisis,30,5,10,Ensemble,0.8657,0.022
2010_Euro_Debt_Crisis,30,5,11,ARIMA,0.8599,0.0209
2010_Euro_Debt_Crisis,30,5,12,SNN,0.8595,0.005
2010_Euro_Debt_Crisis,30,5,13,Ensemble,0.8279,0.0062
2010_Euro_Debt_Crisis,30,5,14,SNN,0.7352,0.0319
2010_Euro_Debt_Crisis,30,5,15,PatchTST,0.5973,0.0383
2010_Euro_Debt_Crisis,30,5,16,PatchTST,-1.6194,0.0255
2010_Euro_Debt_Crisis,30,10,1,Bi-GRU,0.8322,0.0055
2010_Euro_Debt_Crisis,30,10,2,Bi-RNN,0.8263,0.0058
2010_Euro_Debt_Crisis,30,10,3,ARIMA,0.8169,0.0059
2010_Euro_Debt_Crisis,30,10,4,Mamba,0.7995,0.006
2010_Euro_Debt_Crisis,30,10,5,Ensemble,0.7944,0.0066
2010_Euro_Debt_Crisis,30,10,6,Bi-RNN,0.7681,0.0289
2010_Euro_Debt_Crisis,30,10,7,Ensemble,0.7633,0.0294
2010_Euro_Debt_Crisis,30,10,8,Mamba,0.7617,0.029
2010_Euro_Debt_Crisis,30,10,9,Bi-GRU,0.7524,0.0298
2010_Euro_Debt_Crisis,30,10,10,SNN,0.7523,0.0068
2010_Euro_Debt_Crisis,30,10,11,Bi-LSTM,0.7475,0.0072
2010_Euro_Debt_Crisis,30,10,12,Bi-LSTM,0.7462,0.0306
2010_Euro_Debt_Crisis,30,10,13,ARIMA,0.7223,0.03
2010_Euro_Debt_Crisis,30,10,14,PatchTST,0.6742,0.0349
2010_Euro_Debt_Crisis,30,10,15,SNN,0.6699,0.0364
2010_Euro_Debt_Crisis,30,10,16,PatchTST,-0.606,0.0197
2010_Euro_Debt_Crisis,60,1,1,ARIMA,0.9757,0.0089
2010_Euro_Debt_Crisis,60,1,2,Bi-RNN,0.9747,0.009
2010_Euro_Debt_Crisis,60,1,3,Bi-GRU,0.9744,0.0092
2010_Euro_Debt_Crisis,60,1,4,ARIMA,0.9743,0.002
2010_Euro_Debt_Crisis,60,1,5,Bi-LSTM,0.9742,0.0021
2010_Euro_Debt_Crisis,60,1,6,Bi-LSTM,0.972,0.0096
2010_Euro_Debt_Crisis,60,1,7,Mamba,0.9674,0.0106
2010_Euro_Debt_Crisis,60,1,8,Bi-GRU,0.9673,0.0025
2010_Euro_Debt_Crisis,60,1,9,Mamba,0.9668,0.0024
2010_Euro_Debt_Crisis,60,1,10,Ensemble,0.9579,0.0123
2010_Euro_Debt_Crisis,60,1,11,Bi-RNN,0.9418,0.0035
2010_Euro_Debt_Crisis,60,1,12,Ensemble,0.8959,0.0048
2010_Euro_Debt_Crisis,60,1,13,PatchTST,0.8831,0.0204
2010_Euro_Debt_Crisis,60,1,14,SNN,0.8472,0.0054
2010_Euro_Debt_Crisis,60,1,15,SNN,0.7097,0.0337
2010_Euro_Debt_Crisis,60,1,16,PatchTST,-0.9066,0.0217
2010_Euro_Debt_Crisis,60,5,1,Bi-RNN,0.8854,0.0047
2010_Euro_Debt_Crisis,60,5,2,ARIMA,0.881,0.0046
2010_Euro_Debt_Crisis,60,5,3,Mamba,0.8778,0.005
2010_Euro_Debt_Crisis,60,5,4,Bi-GRU,0.8774,0.0207
2010_Euro_Debt_Crisis,60,5,5,ARIMA,0.8761,0.0207
2010_Euro_Debt_Crisis,60,5,6,Bi-LSTM,0.8738,0.005
2010_Euro_Debt_Crisis,60,5,7,Bi-RNN,0.8737,0.0209
2010_Euro_Debt_Crisis,60,5,8,Ensemble,0.8721,0.0214
2010_Euro_Debt_Crisis,60,5,9,Mamba,0.8691,0.0217
2010_Euro_Debt_Crisis,60,5,10,Bi-LSTM,0.8655,0.022
2010_Euro_Debt_Crisis,60,5,11,Bi-GRU,0.826,0.0057
2010_Euro_Debt_Crisis,60,5,12,Ensemble,0.8153,0.0063
2010_Euro_Debt_Crisis,60,5,13,PatchTST,0.7981,0.0273
2010_Euro_Debt_Crisis,60,5,14,SNN,0.7414,0.007
2010_Euro_Debt_Crisis,60,5,15,SNN,0.7187,0.0326
2010_Euro_Debt_Crisis,60,5,16,PatchTST,-0.5849,0.0197
2010_Euro_Debt_Crisis,60,10,1,Bi-RNN,0.8295,0.0056
2010_Euro_Debt_Crisis,60,10,2,Mamba,0.8187,0.0058
2010_Euro_Debt_Crisis,60,10,3,Bi-GRU,0.8179,0.0059
2010_Euro_Debt_Crisis,60,10,4,ARIMA,0.8094,0.006
2010_Euro_Debt_Crisis,60,10,5,Bi-LSTM,0.8056,0.0061
2010_Euro_Debt_Crisis,60,10,6,Ensemble,0.7795,0.0068
2010_Euro_Debt_Crisis,60,10,7,Ensemble,0.7788,0.028
2010_Euro_Debt_Crisis,60,10,8,Bi-RNN,0.766,0.0287
2010_Euro_Debt_Crisis,60,10,9,ARIMA,0.758,0.0294
2010_Euro_Debt_Crisis,60,10,10,Bi-GRU,0.7452,0.0296
2010_Euro_Debt_Crisis,60,10,11,Mamba,0.7422,0.0304
2010_Euro_Debt_Crisis,60,10,12,Bi-LSTM,0.7186,0.0317
2010_Euro_Debt_Crisis,60,10,13,SNN,0.7011,0.0077
2010_Euro_Debt_Crisis,60,10,14,PatchTST,0.6848,0.0331
2010_Euro_Debt_Crisis,60,10,15,SNN,0.6214,0.0384
2010_Euro_Debt_Crisis,60,10,16,PatchTST,-0.568,0.0197
2010_Euro_Debt_Crisis,90,1,1,ARIMA,0.9754,0.0089
2010_Euro_Debt_Crisis,90,1,2,ARIMA,0.9745,0.002
2010_Euro_Debt_Crisis,90,1,3,Bi-GRU,0.9737,0.0093
2010_Euro_Debt_Crisis,90,1,4,Bi-RNN,0.9734,0.0094
2010_Euro_Debt_Crisis,90,1,5,Bi-GRU,0.9727,0.0022
2010_Euro_Debt_Crisis,90,1,6,Mamba,0.9726,0.0094
2010_Euro_Debt_Crisis,90,1,7,Bi-RNN,0.9713,0.0022
2010_Euro_Debt_Crisis,90,1,8,Bi-LSTM,0.9707,0.01
2010_Euro_Debt_Crisis,90,1,9,Mamba,0.9686,0.0023
2010_Euro_Debt_Crisis,90,1,10,Bi-LSTM,0.9654,0.0025
2010_Euro_Debt_Crisis,90,1,11,Ensemble,0.9531,0.0126
2010_Euro_Debt_Crisis,90,1,12,Ensemble,0.9149,0.0041
2010_Euro_Debt_Crisis,90,1,13,PatchTST,0.8142,0.0257
2010_Euro_Debt_Crisis,90,1,14,SNN,0.755,0.007
2010_Euro_Debt_Crisis,90,1,15,SNN,0.7285,0.0302
2010_Euro_Debt_Crisis,90,1,16,PatchTST,0.0957,0.0136
2010_Euro_Debt_Crisis,90,5,1,Bi-LSTM,0.8896,0.0046
2010_Euro_Debt_Crisis,90,5,2,Bi-RNN,0.8885,0.0046
2010_Euro_Debt_Crisis,90,5,3,ARIMA,0.8836,0.0045
2010_Euro_Debt_Crisis,90,5,4,Bi-RNN,0.8767,0.0206
2010_Euro_Debt_Crisis,90,5,5,Mamba,0.8762,0.0208
2010_Euro_Debt_Crisis,90,5,6,ARIMA,0.8761,0.0207
2010_Euro_Debt_Crisis,90,5,7,Bi-GRU,0.876,0.0208
2010_Euro_Debt_Crisis,90,5,8,Bi-GRU,0.8671,0.0049
2010_Euro_Debt_Crisis,90,5,9,Bi-LSTM,0.8654,0.0219
2010_Euro_Debt_Crisis,90,5,10,Ensemble,0.8635,0.0222
2010_Euro_Debt_Crisis,90,5,11,Mamba,0.8428,0.0054
2010_Euro_Debt_Crisis,90,5,12,PatchTST,0.7555,0.0293
2010_Euro_Debt_Crisis,90,5,13,Ensemble,0.7209,0.008
2010_Euro_Debt_Crisis,90,5,14,SNN,0.706,0.0077
2010_Euro_Debt_Crisis,90,5,15,SNN,0.6257,0.036
2010_Euro_Debt_Crisis,90,5,16,PatchTST,-3.7933,0.0346
2010_Euro_Debt_Crisis,90,10,1,Bi-GRU,0.8328,0.0057
2010_Euro_Debt_Crisis,90,10,2,Bi-RNN,0.8285,0.0057
2010_Euro_Debt_Crisis,90,10,3,ARIMA,0.8096,0.006
2010_Euro_Debt_Crisis,90,10,4,Mamba,0.8015,0.0058
2010_Euro_Debt_Crisis,90,10,5,Ensemble,0.7942,0.0064
2010_Euro_Debt_Crisis,90,10,6,Bi-LSTM,0.7919,0.006
2010_Euro_Debt_Crisis,90,10,7,Ensemble,0.7721,0.0283
2010_Euro_Debt_Crisis,90,10,8,Bi-RNN,0.7652,0.0287
2010_Euro_Debt_Crisis,90,10,9,Bi-GRU,0.7651,0.0291
2010_Euro_Debt_Crisis,90,10,10,Mamba,0.7622,0.0298
2010_Euro_Debt_Crisis,90,10,11,ARIMA,0.7585,0.0296
2010_Euro_Debt_Crisis,90,10,12,Bi-LSTM,0.7398,0.0309
2010_Euro_Debt_Crisis,90,10,13,SNN,0.5285,0.041
2010_Euro_Debt_Crisis,90,10,14,SNN,0.5205,0.0102
2010_Euro_Debt_Crisis,90,10,15,PatchTST,0.4364,0.0454
2010_Euro_Debt_Crisis,90,10,16,PatchTST,0.3807,0.0115
2010_Euro_Debt_Crisis,120,1,1,ARIMA,0.9759,0.0088
2010_Euro_Debt_Crisis,120,1,2,ARIMA,0.9747,0.002
2010_Euro_Debt_Crisis,120,1,3,Mamba,0.9733,0.0092
2010_Euro_Debt_Crisis,120,1,4,Bi-GRU,0.9727,0.0094
2010_Euro_Debt_Crisis,120,1,5,Bi-LSTM,0.9712,0.0098
