Market,Window,Horizon,Model,Period,MAE,R2,RMSE,N_samples,Seed
SP500,252,10,Ensemble,2018_Trade_War,0.0127646932378411,0.1205423474311828,0.017656646792365,242,2620
SP500,30,1,ARIMA,2020_COVID_Crash,0.0124851139598779,0.8810524382433983,0.0172036019505661,104,2620
SP500,30,1,Bi-RNN,2020_COVID_Crash,0.0190161149948835,0.6662408709526062,0.0288176269835683,104,2620
SP500,30,1,Bi-GRU,2020_COVID_Crash,0.0181035976856946,0.6733648777008057,0.0285084166626119,104,2620
SP500,30,1,Bi-LSTM,2020_COVID_Crash,0.0174000039696693,0.7059460878372192,0.0270492433634131,104,2620
SP500,30,1,PatchTST,2020_COVID_Crash,0.0463000535964965,-0.3533738851547241,0.0580297264937547,104,2620
SP500,30,1,Mamba,2020_COVID_Crash,0.0218416713178157,0.641676664352417,0.0298592718204076,104,2620
SP500,30,1,SNN,2020_COVID_Crash,0.0400137640535831,0.0819305181503295,0.0477946634073997,104,2620
SP500,30,1,Ensemble,2020_COVID_Crash,0.0173464640974998,0.7228087782859802,0.0262622156557198,104,2620
SP500,30,5,ARIMA,2020_COVID_Crash,0.0236518972534116,0.5921190816102034,0.0318572517620348,104,2620
SP500,30,5,Bi-RNN,2020_COVID_Crash,0.0248079039156436,0.5019112825393677,0.0345055155395531,100,2620
SP500,30,5,Bi-GRU,2020_COVID_Crash,0.026136789470911,0.3833116292953491,0.0383944138531816,100,2620
SP500,30,5,Bi-LSTM,2020_COVID_Crash,0.0264049097895622,0.3324087858200073,0.0399475797065373,100,2620
SP500,30,5,PatchTST,2020_COVID_Crash,0.0502294488251209,-0.6768980026245117,0.0633123584801748,100,2620
SP500,30,5,Mamba,2020_COVID_Crash,0.0289251878857612,0.3873662948608398,0.0382679858510395,100,2620
SP500,30,5,SNN,2020_COVID_Crash,0.0394697859883308,-0.0505762100219726,0.0501128322451261,100,2620
SP500,30,5,Ensemble,2020_COVID_Crash,0.0254532359540462,0.3876662254333496,0.0382586180558518,100,2620
SP500,30,10,ARIMA,2020_COVID_Crash,0.0325858646405398,0.1964469483908771,0.0447145527139806,104,2620
SP500,30,10,Bi-RNN,2020_COVID_Crash,0.0369823649525642,-0.1355615854263305,0.0494589115813093,95,2620
SP500,30,10,Bi-GRU,2020_COVID_Crash,0.035703107714653,-0.2803298234939575,0.052517025786022,95,2620
SP500,30,10,Bi-LSTM,2020_COVID_Crash,0.0343936309218406,-0.3302980661392212,0.0535320249892219,95,2620
SP500,30,10,PatchTST,2020_COVID_Crash,0.0426444746553897,-0.8587193489074707,0.0632770336771576,95,2620
SP500,30,10,Mamba,2020_COVID_Crash,0.0449367463588714,-0.483789324760437,0.0565360312084777,95,2620
SP500,30,10,SNN,2020_COVID_Crash,0.045209564268589,-0.6505124568939209,0.0596277749310056,95,2620
SP500,30,10,Ensemble,2020_COVID_Crash,0.0366406999528408,-0.3177951574325561,0.0532798700174909,95,2620
SP500,60,1,ARIMA,2020_COVID_Crash,0.0118143030658239,0.8886749016597211,0.0166432507796574,104,2620
SP500,60,1,Bi-RNN,2020_COVID_Crash,0.0150033123791217,0.8117378354072571,0.0216432845991639,104,2620
SP500,60,1,Bi-GRU,2020_COVID_Crash,0.0161889344453811,0.7626955509185791,0.0242993437123842,104,2620
SP500,60,1,Bi-LSTM,2020_COVID_Crash,0.0193814262747764,0.6282103061676025,0.0304151724204475,104,2620
SP500,60,1,PatchTST,2020_COVID_Crash,0.0464775562286376,-0.4246690273284912,0.0595386002507252,104,2620
SP500,60,1,Mamba,2020_COVID_Crash,0.0212354529649019,0.6239327192306519,0.0305896413641377,104,2620
SP500,60,1,SNN,2020_COVID_Crash,0.0364200063049793,-0.0650675296783447,0.0514790115543865,104,2620
SP500,60,1,Ensemble,2020_COVID_Crash,0.0186194591224193,0.6890108585357666,0.0278172526943249,104,2620
SP500,60,5,ARIMA,2020_COVID_Crash,0.0232316030167431,0.6012639190453719,0.0314981017395453,104,2620
SP500,60,5,Bi-RNN,2020_COVID_Crash,0.0260372497141361,0.5260522365570068,0.0336589397651302,100,2620
SP500,60,5,Bi-GRU,2020_COVID_Crash,0.0279941540211439,0.2413912415504455,0.0425837702246039,100,2620
SP500,60,5,Bi-LSTM,2020_COVID_Crash,0.0257084183394908,0.3959712982177734,0.0379982819913885,100,2620
SP500,60,5,PatchTST,2020_COVID_Crash,0.0694155618548393,-1.4192328453063965,0.0760455826862527,100,2620
SP500,60,5,Mamba,2020_COVID_Crash,0.0267208069562912,0.4676254987716675,0.0356733421263339,100,2620
SP500,60,5,SNN,2020_COVID_Crash,0.0416366532444953,-0.3921560049057007,0.0576871552185819,100,2620
SP500,60,5,Ensemble,2020_COVID_Crash,0.026008017361164,0.3933969140052795,0.0380791694789796,100,2620
SP500,60,10,ARIMA,2020_COVID_Crash,0.0313672753904561,0.2541696260511177,0.0430786065088693,104,2620
SP500,60,10,Bi-RNN,2020_COVID_Crash,0.0347522385418415,-0.1196163892745971,0.0491104404508053,95,2620
SP500,60,10,Bi-GRU,2020_COVID_Crash,0.0363892912864685,-0.4124544858932495,0.0551602776444147,95,2620
SP500,60,10,Bi-LSTM,2020_COVID_Crash,0.0370066910982131,-0.355110764503479,0.0540289588783612,95,2620
SP500,60,10,PatchTST,2020_COVID_Crash,0.0511022061109542,-1.081001043319702,0.0669538172560328,95,2620
SP500,60,10,Mamba,2020_COVID_Crash,0.0569249093532562,-1.8002264499664309,0.0776668646003506,95,2620
SP500,60,10,SNN,2020_COVID_Crash,0.0586222447454929,-1.3379335403442385,0.070966812008853,95,2620
SP500,60,10,Ensemble,2020_COVID_Crash,0.0342519916594028,-0.2314059734344482,0.0515038652712818,95,2620
SP500,90,1,ARIMA,2020_COVID_Crash,0.011719187802995,0.8886196761669866,0.016647378410253,104,2620
SP500,90,1,Bi-RNN,2020_COVID_Crash,0.015065100044012,0.8136178851127625,0.0215349455645298,104,2620
SP500,90,1,Bi-GRU,2020_COVID_Crash,0.015805872157216,0.762884259223938,0.0242896833712376,104,2620
SP500,90,1,Bi-LSTM,2020_COVID_Crash,0.0163061488419771,0.7403551936149597,0.0254174191975516,104,2620
SP500,90,1,PatchTST,2020_COVID_Crash,0.0385981239378452,-0.0666444301605224,0.0515171067959325,104,2620
SP500,90,1,Mamba,2020_COVID_Crash,0.0178456734865903,0.7022286057472229,0.0272196856653644,104,2620
SP500,90,1,SNN,2020_COVID_Crash,0.0436280965805053,-0.3253964185714721,0.0574267886453394,104,2620
SP500,90,1,Ensemble,2020_COVID_Crash,0.0186319723725318,0.7061160802841187,0.0270414254039355,104,2620
SP500,90,5,ARIMA,2020_COVID_Crash,0.0232881169575963,0.5937479895699977,0.0317935757702478,104,2620
SP500,90,5,Bi-RNN,2020_COVID_Crash,0.0257100127637386,0.5253732204437256,0.033683039828885,100,2620
SP500,90,5,Bi-GRU,2020_COVID_Crash,0.0277148857712745,0.2494938969612121,0.0423557407084044,100,2620
SP500,90,5,Bi-LSTM,2020_COVID_Crash,0.0262415558099746,0.3418251872062683,0.0396648486942143,100,2620
SP500,90,5,PatchTST,2020_COVID_Crash,0.05595438554883,-0.9685245752334596,0.0685970737785972,100,2620
SP500,90,5,Mamba,2020_COVID_Crash,0.0308956261724233,0.2831714153289795,0.0413945187063505,100,2620
SP500,90,5,SNN,2020_COVID_Crash,0.0464810281991958,-0.563112735748291,0.0611266118552111,100,2620
SP500,90,5,Ensemble,2020_COVID_Crash,0.0253568310290575,0.3865532875061035,0.0382933699023465,100,2620
SP500,90,10,ARIMA,2020_COVID_Crash,0.0321464011946238,0.2321247150410653,0.0437106191477819,104,2620
SP500,90,10,Bi-RNN,2020_COVID_Crash,0.0336410515010356,-0.2762434482574463,0.0524331514336596,95,2620
SP500,90,10,Bi-GRU,2020_COVID_Crash,0.0353815928101539,-0.2800421714782715,0.0525111267739222,95,2620
SP500,90,10,Bi-LSTM,2020_COVID_Crash,0.0341751165688037,-0.3030732870101928,0.0529814227137203,95,2620
SP500,90,10,PatchTST,2020_COVID_Crash,0.0491482652723789,-0.7581405639648438,0.0615412046875177,95,2620
SP500,90,10,Mamba,2020_COVID_Crash,0.0378675498068332,-0.1952490806579589,0.0507420975799586,95,2620
SP500,90,10,SNN,2020_COVID_Crash,0.0509850196540355,-1.0131409168243408,0.0658531117147854,95,2620
SP500,90,10,Ensemble,2020_COVID_Crash,0.033203650265932,-0.2334235906600952,0.0515460414339204,95,2620
SP500,120,1,ARIMA,2020_COVID_Crash,0.0114455979259178,0.8917409535954769,0.0164124611882177,104,2620
SP500,120,1,Bi-RNN,2020_COVID_Crash,0.0165294390171766,0.7359129190444946,0.0256339322817544,104,2620
SP500,120,1,Bi-GRU,2020_COVID_Crash,0.0185007434338331,0.6527724266052246,0.0293933254292443,104,2620
SP500,120,1,Bi-LSTM,2020_COVID_Crash,0.0169035028666257,0.7443580627441406,0.0252207324241947,104,2620
SP500,120,1,PatchTST,2020_COVID_Crash,0.0432536005973815,-0.183308720588684,0.0542613609724529,104,2620
SP500,120,1,Mamba,2020_COVID_Crash,0.0198656450957059,0.7128410339355469,0.0267302356660612,104,2620
SP500,120,1,SNN,2020_COVID_Crash,0.0417139157652854,-0.2190788984298706,0.0550753853163874,104,2620
SP500,120,1,Ensemble,2020_COVID_Crash,0.0185104981064796,0.6969241499900818,0.0274610600055007,104,2620
SP500,120,5,ARIMA,2020_COVID_Crash,0.0227918382256715,0.6215874761626932,0.0306848753966729,104,2620
SP500,120,5,Bi-RNN,2020_COVID_Crash,0.0252463649958372,0.5177145004272461,0.0339537132818305,100,2620
SP500,120,5,Bi-GRU,2020_COVID_Crash,0.0269921608269214,0.2996200919151306,0.0409168319498711,100,2620
SP500,120,5,Bi-LSTM,2020_COVID_Crash,0.0256749838590621,0.3871690034866333,0.0382741471435234,100,2620
SP500,120,5,PatchTST,2020_COVID_Crash,0.0653183013200759,-1.256643533706665,0.073445746156678,100,2620
SP500,120,5,Mamba,2020_COVID_Crash,0.0260180551558733,0.4902184009552002,0.0349081827503102,100,2620
SP500,120,5,SNN,2020_COVID_Crash,0.0399541109800338,-0.1556100845336914,0.0525582427428115,100,2620
SP500,120,5,Ensemble,2020_COVID_Crash,0.025599306449294,0.406586229801178,0.0376629185583959,100,2620
SP500,120,10,ARIMA,2020_COVID_Crash,0.0324308871288501,0.2253294773974262,0.0439035995839935,104,2620
SP500,120,10,Bi-RNN,2020_COVID_Crash,0.0312477219849824,-0.0346702337265014,0.0472106736324296,95,2620
SP500,120,10,Bi-GRU,2020_COVID_Crash,0.0365080572664737,-0.4365707635879516,0.0556291859938967,95,2620
SP500,120,10,Bi-LSTM,2020_COVID_Crash,0.0357563830912113,-0.3872395753860473,0.0546657037725749,95,2620
SP500,120,10,PatchTST,2020_COVID_Crash,0.0576692186295986,-1.2445268630981443,0.0695347018938771,95,2620
SP500,120,10,Mamba,2020_COVID_Crash,0.0405008420348167,-0.1917717456817627,0.0506682307419132,95,2620
SP500,120,10,SNN,2020_COVID_Crash,0.0471319891512393,-0.7384020090103149,0.0611947700100719,95,2620
SP500,120,10,Ensemble,2020_COVID_Crash,0.0321965552866458,-0.1913367509841919,0.05065898205822,95,2620
SP500,252,1,ARIMA,2020_COVID_Crash,0.0110391670809771,0.8978058947468162,0.0159461019444631,104,2620
SP500,252,1,Bi-RNN,2020_COVID_Crash,0.0170165244489908,0.7920244336128235,0.022748239572894,104,2620
SP500,252,1,Bi-GRU,2020_COVID_Crash,0.0169500168412923,0.7143030762672424,0.0266621033076298,104,2620
SP500,252,1,Bi-LSTM,2020_COVID_Crash,0.0265134163200855,0.4675198793411255,0.0363993255892127,104,2620
SP500,252,1,PatchTST,2020_COVID_Crash,0.042163960635662,-0.2995475530624389,0.056864042968952,104,2620
SP500,252,1,Mamba,2020_COVID_Crash,0.0177913624793291,0.734548032283783,0.0257000885600401,104,2620
SP500,252,1,SNN,2020_COVID_Crash,0.0394238606095314,-0.0239114761352539,0.0504745958289333,104,2620
SP500,252,1,Ensemble,2020_COVID_Crash,0.0199971683323383,0.6655186414718628,0.0288487887418485,104,2620
SP500,252,5,ARIMA,2020_COVID_Crash,0.0223370459821745,0.6199177998768866,0.0307524965969986,104,2620
SP500,252,5,Bi-RNN,2020_COVID_Crash,0.0243789367377758,0.4627588391304016,0.0358360222226462,100,2620
SP500,252,5,Bi-GRU,2020_COVID_Crash,0.0261223427951335,0.3398602604866028,0.0397240132781755,100,2620
SP500,252,5,Bi-LSTM,2020_COVID_Crash,0.0276062116026878,0.2878345251083374,0.0412596584070381,100,2620
SP500,252,5,PatchTST,2020_COVID_Crash,0.03346673771739,0.0277975797653198,0.0482073784741418,100,2620
SP500,252,5,Mamba,2020_COVID_Crash,0.0412921346724033,-0.00380539894104,0.0489846415147421,100,2620
SP500,252,5,SNN,2020_COVID_Crash,0.0384880937635898,-0.2527037858963012,0.0547216725870636,100,2620
SP500,252,5,Ensemble,2020_COVID_Crash,0.0247167162597179,0.4238224625587463,0.0371119128162553,100,2620
SP500,252,10,ARIMA,2020_COVID_Crash,0.0328779137937765,0.2000505535879266,0.044614176855207,104,2620
SP500,252,10,Bi-RNN,2020_COVID_Crash,0.0367497168481349,-0.176558256149292,0.0503437910415735,95,2620
SP500,252,10,Bi-GRU,2020_COVID_Crash,0.0395680367946624,-0.496703028678894,0.056781519567976,95,2620
SP500,252,10,Bi-LSTM,2020_COVID_Crash,0.0346230864524841,-0.3424715995788574,0.0537764041906118,95,2620
SP500,252,10,PatchTST,2020_COVID_Crash,0.0595843829214572,-1.3793866634368896,0.0715931878496592,95,2620
SP500,252,10,Mamba,2020_COVID_Crash,0.0522486120462417,-0.9939086437225342,0.0655377939649195,95,2620
SP500,252,10,SNN,2020_COVID_Crash,0.0578979887068271,-1.463541030883789,0.072848246041252,95,2620
SP500,252,10,Ensemble,2020_COVID_Crash,0.0347216874361038,-0.2499189376831054,0.0518895757259521,95,2620
SP500,30,1,ARIMA,2022_Rate_Hike,0.009833582688953,0.9469963940508668,0.0123856466024129,251,2620
SP500,30,1,Bi-RNN,2022_Rate_Hike,0.0131939565762877,0.9076675176620485,0.0163471924765578,251,2620
SP500,30,1,Bi-GRU,2022_Rate_Hike,0.0140818255022168,0.8952785730361938,0.0174093973403286,251,2620
SP500,30,1,Bi-LSTM,2022_Rate_Hike,0.0187451224774122,0.8127768039703369,0.0232780103841676,251,2620
SP500,30,1,PatchTST,2022_Rate_Hike,0.0487946644425392,-0.1156457662582397,0.056823652617732,251,2620
SP500,30,1,Mamba,2022_Rate_Hike,0.0129372952505946,0.912009298801422,0.0159582187200244,251,2620
SP500,30,1,SNN,2022_Rate_Hike,0.0284959860146045,0.6129108667373657,0.0334712155071323,251,2620
SP500,30,1,Ensemble,2022_Rate_Hike,0.0155958961695432,0.8790409564971924,0.018710487737108,251,2620
SP500,30,5,ARIMA,2022_Rate_Hike,0.0204187290587142,0.7843018576370182,0.0249855652145506,251,2620
SP500,30,5,Bi-RNN,2022_Rate_Hike,0.0204778891056776,0.7602301239967346,0.0254620192507346,247,2620
SP500,30,5,Bi-GRU,2022_Rate_Hike,0.0278958734124898,0.5689859986305237,0.0341382473684011,247,2620
SP500,30,5,Bi-LSTM,2022_Rate_Hike,0.025669515132904,0.644085168838501,0.0310219109279586,247,2620
SP500,30,5,PatchTST,2022_Rate_Hike,0.0502014085650444,-0.2876290082931518,0.0590052854975924,247,2620
SP500,30,5,Mamba,2022_Rate_Hike,0.0207043848931789,0.7605077624320984,0.0254472721900465,247,2620
SP500,30,5,SNN,2022_Rate_Hike,0.0350720584392547,0.324339747428894,0.0427424788571438,247,2620
SP500,30,5,Ensemble,2022_Rate_Hike,0.0232958123087883,0.706748902797699,0.0281588777099604,247,2620
SP500,30,10,ARIMA,2022_Rate_Hike,0.0283797183761077,0.5929051061872942,0.0343252574634391,251,2620
SP500,30,10,Bi-RNN,2022_Rate_Hike,0.0264864601194858,0.58427894115448,0.0322336095272027,242,2620
SP500,30,10,Bi-GRU,2022_Rate_Hike,0.0346942692995071,0.3078054189682007,0.0415931737416163,242,2620
SP500,30,10,Bi-LSTM,2022_Rate_Hike,0.0436716862022876,-0.1144051551818847,0.0527751552999642,242,2620
SP500,30,10,PatchTST,2022_Rate_Hike,0.0542877614498138,-0.6316791772842407,0.0638594742296538,242,2620
SP500,30,10,Mamba,2022_Rate_Hike,0.0338640213012695,0.3555763959884643,0.0401322658184868,242,2620
SP500,30,10,SNN,2022_Rate_Hike,0.0314106233417987,0.4079965353012085,0.0384653840673521,242,2620
SP500,30,10,Ensemble,2022_Rate_Hike,0.0346368290483951,0.3036776185035705,0.0417170060633542,242,2620
SP500,60,1,ARIMA,2022_Rate_Hike,0.0095184493482473,0.948997127477839,0.012149636767176,251,2620
SP500,60,1,Bi-RNN,2022_Rate_Hike,0.0171463303267955,0.8416114449501038,0.0214105538036565,251,2620
SP500,60,1,Bi-GRU,2022_Rate_Hike,0.0153781026601791,0.8714455366134644,0.019288991733634,251,2620
SP500,60,1,Bi-LSTM,2022_Rate_Hike,0.0217077154666185,0.7555661797523499,0.0265978551583507,251,2620
SP500,60,1,PatchTST,2022_Rate_Hike,0.0550143830478191,-0.4143292903900146,0.0639795621289157,251,2620
SP500,60,1,Mamba,2022_Rate_Hike,0.0164713952690362,0.859526515007019,0.0201633740281341,251,2620
SP500,60,1,SNN,2022_Rate_Hike,0.0324725434184074,0.4775354266166687,0.0388861026097203,251,2620
SP500,60,1,Ensemble,2022_Rate_Hike,0.0161326844245195,0.8606630563735962,0.0200816381742392,251,2620
SP500,60,5,ARIMA,2022_Rate_Hike,0.020228534993646,0.783906303784745,0.0250084643680015,251,2620
SP500,60,5,Bi-RNN,2022_Rate_Hike,0.0200018398463726,0.777355968952179,0.0245358469457722,247,2620
SP500,60,5,Bi-GRU,2022_Rate_Hike,0.0237331893295049,0.687924325466156,0.0290486188586182,247,2620
SP500,60,5,Bi-LSTM,2022_Rate_Hike,0.0338604561984539,0.372074544429779,0.0412049677330607,247,2620
SP500,60,5,PatchTST,2022_Rate_Hike,0.0712686777114868,-1.3269190788269043,0.0793206336692064,247,2620
SP500,60,5,Mamba,2022_Rate_Hike,0.0199493169784545,0.7686498165130615,0.025010965967177,247,2620
SP500,60,5,SNN,2022_Rate_Hike,0.0321547053754329,0.4405809640884399,0.0388923455770031,247,2620
SP500,60,5,Ensemble,2022_Rate_Hike,0.0220296718180179,0.7313886880874634,0.0269499309520055,247,2620
SP500,60,10,ARIMA,2022_Rate_Hike,0.0281635308329727,0.5934049514641919,0.0343041781181734,251,2620
SP500,60,10,Bi-RNN,2022_Rate_Hike,0.0281693376600742,0.5321328639984131,0.0341955233401386,242,2620
SP500,60,10,Bi-GRU,2022_Rate_Hike,0.0378040187060833,0.1720389723777771,0.045489682527729,242,2620
SP500,60,10,Bi-LSTM,2022_Rate_Hike,0.0339473262429237,0.3227751851081848,0.0411409566361903,242,2620
SP500,60,10,PatchTST,2022_Rate_Hike,0.0754237547516822,-1.8588016033172607,0.0845278796460131,242,2620
SP500,60,10,Mamba,2022_Rate_Hike,0.028032436966896,0.5374212265014648,0.0340017147059136,242,2620
SP500,60,10,SNN,2022_Rate_Hike,0.0403130501508712,0.0131629109382629,0.049662743044877,242,2620
SP500,60,10,Ensemble,2022_Rate_Hike,0.0308550521731376,0.4344257712364197,0.0375969642104825,242,2620
SP500,90,1,ARIMA,2022_Rate_Hike,0.0091716332685231,0.9526531852725276,0.0117060765398961,251,2620
SP500,90,1,Bi-RNN,2022_Rate_Hike,0.0147801963612437,0.884600818157196,0.0182754195551364,251,2620
SP500,90,1,Bi-GRU,2022_Rate_Hike,0.0186583884060382,0.8136512637138367,0.0232235837058201,251,2620
SP500,90,1,Bi-LSTM,2022_Rate_Hike,0.0169582143425941,0.849552571773529,0.0208669212595501,251,2620
SP500,90,1,PatchTST,2022_Rate_Hike,0.0780265182256698,-1.6032254695892334,0.0868004313254544,251,2620
SP500,90,1,Mamba,2022_Rate_Hike,0.0118712503463029,0.9288805723190308,0.0143469653522114,251,2620
SP500,90,1,SNN,2022_Rate_Hike,0.0304611101746559,0.516172468662262,0.0374206457105386,251,2620
SP500,90,1,Ensemble,2022_Rate_Hike,0.0188719388097524,0.8054684400558472,0.0237279934828416,251,2620
SP500,90,5,ARIMA,2022_Rate_Hike,0.020113518076849,0.7851458144410365,0.0249366371051689,251,2620
SP500,90,5,Bi-RNN,2022_Rate_Hike,0.0204507187008857,0.7613126039505005,0.0254044781545185,247,2620
SP500,90,5,Bi-GRU,2022_Rate_Hike,0.0222627893090248,0.727907657623291,0.0271239976427863,247,2620
SP500,90,5,Bi-LSTM,2022_Rate_Hike,0.0249793175607919,0.6562213897705078,0.0304884237265327,247,2620
SP500,90,5,PatchTST,2022_Rate_Hike,0.0843800380825996,-2.1369271278381348,0.0920974801094172,247,2620
SP500,90,5,Mamba,2022_Rate_Hike,0.0203798152506351,0.7537165284156799,0.0258055526799565,247,2620
SP500,90,5,SNN,2022_Rate_Hike,0.0542247667908668,-0.4479751586914062,0.0625714288776994,247,2620
SP500,90,5,Ensemble,2022_Rate_Hike,0.0217260401695966,0.7385790348052979,0.026586780468944,247,2620
SP500,90,10,ARIMA,2022_Rate_Hike,0.0282957632522115,0.592633738577322,0.034336696088,251,2620
SP500,90,10,Bi-RNN,2022_Rate_Hike,0.0326017066836357,0.3634603023529053,0.0398860207541342,242,2620
SP500,90,10,Bi-GRU,2022_Rate_Hike,0.0357663743197917,0.2616349458694458,0.0429579480096707,242,2620
SP500,90,10,Bi-LSTM,2022_Rate_Hike,0.0265278778970241,0.5968103408813477,0.0317440742927834,242,2620
SP500,90,10,PatchTST,2022_Rate_Hike,0.0770650655031204,-1.950403451919556,0.0858714245236838,242,2620
SP500,90,10,Mamba,2022_Rate_Hike,0.0275473240762949,0.5517023801803589,0.0334727353904065,242,2620
SP500,90,10,SNN,2022_Rate_Hike,0.0302237775176763,0.4738367199897766,0.0362633749780763,242,2620
SP500,90,10,Ensemble,2022_Rate_Hike,0.0298636574298143,0.4620234966278076,0.0366682019827221,242,2620
SP500,120,1,ARIMA,2022_Rate_Hike,0.0091253004056426,0.9531618053736428,0.0116430308809213,251,2620
SP500,120,1,Bi-RNN,2022_Rate_Hike,0.0138614736497402,0.8952187299728394,0.0174143725369635,251,2620
SP500,120,1,Bi-GRU,2022_Rate_Hike,0.0179254487156867,0.8266082406044006,0.0224016602057694,251,2620
SP500,120,1,Bi-LSTM,2022_Rate_Hike,0.0247551593929529,0.6690611839294434,0.0309485192509926,251,2620
SP500,120,1,PatchTST,2022_Rate_Hike,0.0820866748690605,-1.7578949928283691,0.0893418348573446,251,2620
SP500,120,1,Mamba,2022_Rate_Hike,0.0127522991970181,0.9186295866966248,0.015346143539001,251,2620
SP500,120,1,SNN,2022_Rate_Hike,0.0376026257872581,0.2634841203689575,0.0461696994134999,251,2620
SP500,120,1,Ensemble,2022_Rate_Hike,0.0171356778591871,0.8427190184593201,0.0213355639529152,251,2620
SP500,120,5,ARIMA,2022_Rate_Hike,0.0199972024987139,0.7876783503046337,0.0247892345025591,251,2620
SP500,120,5,Bi-RNN,2022_Rate_Hike,0.0205594822764396,0.7626702785491943,0.0253321244224123,247,2620
SP500,120,5,Bi-GRU,2022_Rate_Hike,0.0298287309706211,0.5053317546844482,0.036572322157853,247,2620
SP500,120,5,Bi-LSTM,2022_Rate_Hike,0.0238307490944862,0.6927046775817871,0.0288252792288035,247,2620
SP500,120,5,PatchTST,2022_Rate_Hike,0.07853814214468,-1.7877492904663086,0.0868205199323689,247,2620
SP500,120,5,Mamba,2022_Rate_Hike,0.0202644858509302,0.7690308094024658,0.0249903633312611,247,2620
SP500,120,5,SNN,2022_Rate_Hike,0.0257725268602371,0.6463945508003235,0.0309211049414102,247,2620
SP500,120,5,Ensemble,2022_Rate_Hike,0.023846922442317,0.6746643781661987,0.0296593279086733,247,2620
SP500,120,10,ARIMA,2022_Rate_Hike,0.0281749976538909,0.5934978424046977,0.0343002593181277,251,2620
SP500,120,10,Bi-RNN,2022_Rate_Hike,0.035873606801033,0.2455246448516845,0.043424067425003,242,2620
SP500,120,10,Bi-GRU,2022_Rate_Hike,0.0391034372150898,0.1209273338317871,0.0468727399360681,242,2620
SP500,120,10,Bi-LSTM,2022_Rate_Hike,0.0501066707074642,-0.390954852104187,0.0589609501441759,242,2620
SP500,120,10,PatchTST,2022_Rate_Hike,0.0937493070960044,-3.115825653076172,0.1014229980988967,242,2620
SP500,120,10,Mamba,2022_Rate_Hike,0.0270638931542634,0.5755937099456787,0.0325685850676075,242,2620
SP500,120,10,SNN,2022_Rate_Hike,0.0382069498300552,0.168969988822937,0.0455739134724911,242,2620
SP500,120,10,Ensemble,2022_Rate_Hike,0.0392174199223518,0.0822739601135253,0.0478921664465964,242,2620
SP500,252,1,ARIMA,2022_Rate_Hike,0.0090841072824313,0.9540476848253788,0.0115323993877237,251,2620
SP500,252,1,Bi-RNN,2022_Rate_Hike,0.0130134215578436,0.909781277179718,0.0161589945791021,251,2620
SP500,252,1,Bi-GRU,2022_Rate_Hike,0.0146404355764389,0.8880583643913269,0.017999557591091,251,2620
SP500,252,1,Bi-LSTM,2022_Rate_Hike,0.0227144919335842,0.7263504266738892,0.0281425448255377,251,2620
SP500,252,1,PatchTST,2022_Rate_Hike,0.0859099552035331,-2.223220109939575,0.096585285452086,251,2620
SP500,252,1,Mamba,2022_Rate_Hike,0.0134383328258991,0.901732623577118,0.0168643904777454,251,2620
SP500,252,1,SNN,2022_Rate_Hike,0.0502038486301898,-0.1891835927963256,0.0586665376922617,251,2620
SP500,252,1,Ensemble,2022_Rate_Hike,0.0186036676168441,0.8157787322998047,0.0230906357458348,251,2620
SP500,252,5,ARIMA,2022_Rate_Hike,0.0198844796296022,0.7895301492196924,0.0246808960268627,251,2620
SP500,252,5,Bi-RNN,2022_Rate_Hike,0.0508615598082542,-0.1864535808563232,0.0566396959820556,247,2620
SP500,252,5,Bi-GRU,2022_Rate_Hike,0.0272918660193681,0.5812317132949829,0.0336497955165579,247,2620
SP500,252,5,Bi-LSTM,2022_Rate_Hike,0.0274288281798362,0.5810340642929077,0.0336577361248297,247,2620
SP500,252,5,PatchTST,2022_Rate_Hike,0.0848418772220611,-2.399040699005127,0.0958680075479108,247,2620
SP500,252,5,Mamba,2022_Rate_Hike,0.0214311126619577,0.7446613311767578,0.0262756702099427,247,2620
SP500,252,5,SNN,2022_Rate_Hike,0.0377624332904815,0.1960695385932922,0.0466234890370825,247,2620
SP500,252,5,Ensemble,2022_Rate_Hike,0.0313849970698356,0.4418808817863464,0.0388471343795107,247,2620
SP500,252,10,ARIMA,2022_Rate_Hike,0.0281050946022578,0.5979795698196109,0.0341106533487992,251,2620
SP500,252,10,Bi-RNN,2022_Rate_Hike,0.0252216272056102,0.6222398281097412,0.0307267099562937,242,2620
SP500,252,10,Bi-GRU,2022_Rate_Hike,0.0444705262780189,-0.109424352645874,0.0526570861952348,242,2620
SP500,252,10,Bi-LSTM,2022_Rate_Hike,0.0283653046935796,0.5265414118766785,0.0343992487089191,242,2620
SP500,252,10,PatchTST,2022_Rate_Hike,0.1271213591098785,-6.510820865631104,0.1370098081252964,242,2620
SP500,252,10,Mamba,2022_Rate_Hike,0.0303943883627653,0.4543226957321167,0.0369297104800737,242,2620
SP500,252,10,SNN,2022_Rate_Hike,0.0453342273831367,-0.1464209556579589,0.0535278777032046,242,2620
SP500,252,10,Ensemble,2022_Rate_Hike,0.0332235880196094,0.3255019187927246,0.0410580500805441,242,2620
SP500,30,1,ARIMA,2023_AI_Wave,0.0055198025251773,0.9731622635372836,0.0069537755654159,250,2620
SP500,30,1,Bi-RNN,2023_AI_Wave,0.012169930152595,0.8793352842330933,0.0147447642499117,250,2620
